company,month,price_trend_factor,market_volatility,demand_indicator
JNJ,1,1.0230808903228734,0.19095225086049095,1.089854706432247
JNJ,2,0.9829600710945253,0.14652922884265157,0.9491348786392442
JNJ,3,1.0531715047441343,0.17863983597235517,0.8849843848242831
JNJ,4,1.0130506855157864,0.20086371746928688,1.1517537499498605
JNJ,5,0.9929902759016123,0.2192895675016162,1.0838581227227309
JNJ,6,1.0331110951299602,0.23721370540764547,1.186025982066924
JNJ,7,0.9729298662874383,0.1752280765855007,0.9092320025422587
JNJ,8,1.0431412999370473,0.18110037363152592,0.8452044001397244
JNJ,9,1.0130506855157864,0.10461385399128578,0.9293658815906257
JNJ,10,0.9829600710945253,0.12110063052966427,1.018615719715109
JNJ,11,1.0632017095512214,0.16705208894902412,1.2390739510456341
JNJ,12,1.0230808903228734,0.12298971194688023,0.9251381434024271
PFE,1,1.1233174172286944,0.09576897426242692,1.1780464541056992
PFE,2,1.0792657538079613,0.06239674436130767,1.2202463976568412
PFE,3,1.1563561647942442,0.10870392383689749,0.8232216407870314
PFE,4,1.1123045013735111,0.16343502284008163,1.1880676119867162
PFE,5,1.0902786696631446,0.09241179857326516,0.9244613036406659
PFE,6,1.1343303330838777,0.055596614678270685,0.9581909813084483
PFE,7,1.068252837952778,0.13769005313643223,1.1352811314401725
PFE,8,1.145343248939061,0.12533552151131294,1.164032668112208
PFE,9,1.1123045013735111,0.1109950012392478,1.0543958784830838
PFE,10,1.0792657538079613,0.1790328956080417,1.1910483234259095
PFE,11,1.1673690806494277,0.20411604380901843,0.9735535501484918
PFE,12,1.1233174172286944,0.12999283420825197,1.0658393948288636
MRK,1,1.0597161531963568,0.2112064282040812,0.8533839659581748
MRK,2,1.0181586569925782,0.19891853989752117,0.9826498745286557
MRK,3,1.090884275349191,0.15601302786607268,1.039168981824867
MRK,4,1.0493267791454122,0.13448456771872302,1.1173861149820814
MRK,5,1.0285480310435229,0.12084558824581138,0.8196571765443813
MRK,6,1.0701055272473017,0.16845900916475615,0.8952812783451323
MRK,7,1.0077692829416334,0.24969232038116812,1.128905634491889
MRK,8,1.0804949012982463,0.1553479258643335,1.2176580570894087
MRK,9,1.0493267791454122,0.1684895099500715,1.0748789904430813
MRK,10,1.0181586569925782,0.2484138230306851,0.8231903798467184
MRK,11,1.1012736494001356,0.15217195487550333,1.112194402153009
MRK,12,1.0597161531963568,0.12996220469243483,1.1871978301256436
ABBV,1,0.9892166612485427,0.14687722423080365,1.2817373961843046
ABBV,2,0.9504238510035017,0.16205129182422856,1.0572187361417742
ABBV,3,1.0183112689323233,0.16914283854875445,1.1138721869969337
ABBV,4,0.9795184586872824,0.1479178731887142,1.259489251563525
ABBV,5,0.960122053564762,0.11268583016149794,1.1378001895263012
ABBV,6,0.9989148638098029,0.0942016763646768,0.916394399017223
ABBV,7,0.9407256484422415,0.14974718803858206,0.9100367036117192
ABBV,8,1.008613066371063,0.1660259360955504,1.192263788318398
ABBV,9,0.9795184586872824,0.22335067507190443,1.062684088471706
ABBV,10,0.9504238510035017,0.06808133196950646,0.9875893803155047
ABBV,11,1.0280094714935835,0.14736618986556782,1.1784223435600487
ABBV,12,0.9892166612485427,0.08440077133765006,1.2365294987519415
BMY,1,0.9951950799245711,0.20370219100508768,1.1882636774019164
BMY,2,0.9561678218883135,0.19889885485809194,0.8689798708638626
BMY,3,1.0244655234517646,0.10579459368204587,1.1610300428113096
BMY,4,0.9854382654155067,0.1712926227893946,0.9671647407126971
BMY,5,0.9659246363973779,0.1057123043013527,1.2875942206434443
BMY,6,1.0049518944336355,0.15161972436179472,0.8360470222309955
BMY,7,0.946411007379249,0.18420961822251825,1.189037259400019
BMY,8,1.0147087089427,0.06498178199971164,1.2269135953441563
BMY,9,0.9854382654155067,0.11080956736631764,0.9569811028175353
BMY,10,0.9561678218883135,0.05678205061015569,0.9137207405489562
BMY,11,1.0342223379608289,0.08066938056228411,1.2805711208143453
BMY,12,0.9951950799245711,0.24706562825252615,1.2333916154041882
LLY,1,1.068009153050807,0.05081920478714255,1.2999581378729246
LLY,2,1.0261264411664615,0.16551601443701475,0.8148463617389348
LLY,3,1.099421186964066,0.21870388214605246,1.044403728899535
LLY,4,1.0575384750797205,0.06699820973419464,1.2047971483028996
LLY,5,1.0365971191375478,0.24063586097156048,1.0445448282225087
LLY,6,1.0784798310218933,0.22575640672833758,1.2894897657236237
LLY,7,1.015655763195375,0.23056897191136866,1.0718184019269674
LLY,8,1.0889505089929796,0.10153736481362186,1.243075082264089
LLY,9,1.0575384750797205,0.24972539172843927,1.2337655627966464
LLY,10,1.0261264411664615,0.08640239064083141,1.2122417616961254
LLY,11,1.1098918649351524,0.10239319109200953,1.1316217112358407
LLY,12,1.068009153050807,0.05645659338646172,0.9824906981812755
AMGN,1,1.0173721099185633,0.1679507368928171,0.8669781785014414
AMGN,2,0.9774751644315608,0.1559790487649778,0.8090791574996744
AMGN,3,1.0472948190338152,0.2427678374273542,1.0183717310891591
AMGN,4,1.0073978735468128,0.16360683040560198,1.124575120939574
AMGN,5,0.9874494008033115,0.21998609335093228,1.2977665990680463
AMGN,6,1.027346346290314,0.07300060759778233,0.9435881683155025
AMGN,7,0.9675009280598103,0.08870200934561001,1.0775351065600878
AMGN,8,1.0373205826620646,0.21616513340363724,1.1295075186987005
AMGN,9,1.0073978735468128,0.14488351673893507,1.1059142495258298
AMGN,10,0.9774751644315608,0.19700845208997453,1.0374996553613622
AMGN,11,1.057269055405566,0.20532207798621582,0.9849895870204595
AMGN,12,1.0173721099185633,0.16879766721283945,1.0948947971663214
GILD,1,1.0719773528414431,0.14544969129811197,1.280201305129728
GILD,2,1.0299390252790337,0.22983358222766226,1.2260999540037525
GILD,3,1.1035060985132503,0.21125795624352856,0.8027108970405687
GILD,4,1.0614677709508409,0.24174420967421845,1.158414076067127
GILD,5,1.040448607169636,0.24887071294514562,0.8245456879526603
GILD,6,1.0824869347320456,0.1292778707062821,0.9017412153898061
GILD,7,1.0194294433884312,0.1849484894125119,1.0909775265919304
GILD,8,1.092996516622648,0.14585416038642413,0.8958999383999463
GILD,9,1.0614677709508409,0.24181412770484884,1.143962797650353
GILD,10,1.0299390252790337,0.1845614521225879,0.976871979492044
GILD,11,1.1140156804038528,0.052891750472762226,1.0688172993408138
GILD,12,1.0719773528414431,0.0938789978536196,0.9740620948545324
