customer_id,segment,company_type,payment_terms,loyalty_score,price_sensitivity,avg_order_value,registration_date
CUST-0001,academic_research,Universities and research institutions,NET30,0.7953542741018105,1.896573782511729,865.6044026236989,2024-04-18
CUST-0002,academic_research,Universities and research institutions,NET30,0.7583852624795607,1.844289938016713,675.8994622449084,2025-04-30
CUST-0003,academic_research,Universities and research institutions,NET30,0.9002098123413087,1.8462465742274143,985.7731109522881,2024-12-26
CUST-0004,academic_research,Universities and research institutions,NET30,0.9454748793551961,1.9593451046002,1039.6435755490584,2023-05-01
CUST-0005,academic_research,Universities and research institutions,NET30,0.8595643624936554,1.755411260704191,804.684174547508,2024-10-07
CUST-0006,academic_research,Universities and research institutions,NET30,0.8173223671659507,1.9020515554400055,405.2316786865713,2022-10-04
CUST-0007,academic_research,Universities and research institutions,NET30,0.8348230264896219,1.8720949527644704,846.6444395951156,2023-04-17
CUST-0008,academic_research,Universities and research institutions,NET30,0.8952516182442622,1.9013016242969907,777.2406776105162,2023-06-19
CUST-0009,academic_research,Universities and research institutions,NET30,0.9079263919961289,1.9838755574186968,1973.0091004940646,2023-10-09
CUST-0010,academic_research,Universities and research institutions,NET30,0.8172927494035753,1.7134299464564053,1061.9860266030641,2025-07-07
CUST-0011,academic_research,Universities and research institutions,NET30,0.9250877788541828,1.6488092400501217,741.0278346446094,2024-03-24
CUST-0012,academic_research,Universities and research institutions,NET30,0.7901030960774714,1.8071838657455217,1644.9970136154966,2024-06-24
CUST-0013,academic_research,Universities and research institutions,NET30,0.9416828088162139,1.8357185147341903,1237.014800521126,2022-12-04
CUST-0014,academic_research,Universities and research institutions,NET30,0.8609589600181982,1.9119125683201998,1983.7529215785173,2023-10-30
CUST-0015,academic_research,Universities and research institutions,NET30,0.9496847534033056,1.6397005546231005,2110.9171884244706,2023-05-30
CUST-0016,academic_research,Universities and research institutions,NET30,0.751201193055341,1.972085727816098,1462.2101257438815,2023-03-12
CUST-0017,academic_research,Universities and research institutions,NET30,0.9489066937097439,1.782410497560752,1627.5936220925632,2023-04-20
CUST-0018,academic_research,Universities and research institutions,NET30,0.8188129639753087,1.8937613446787722,2033.6964190946999,2024-03-20
CUST-0019,academic_research,Universities and research institutions,NET30,0.7834778004617949,1.6269858978389349,397.2133625217598,2023-11-18
CUST-0020,academic_research,Universities and research institutions,NET30,0.8007325938238891,1.6197652578822423,1918.2031477112232,2025-02-05
CUST-0021,academic_research,Universities and research institutions,NET30,0.7885822208724365,1.8945469904582037,1449.7622259351076,2024-07-31
CUST-0022,academic_research,Universities and research institutions,NET30,0.7981324215810511,1.6537934440625506,1064.1217875150157,2022-12-04
CUST-0023,academic_research,Universities and research institutions,NET30,0.8324212309532312,1.8420185540524519,987.8228013027284,2024-01-11
CUST-0024,academic_research,Universities and research institutions,NET30,0.8651128724064997,1.830126353715439,1957.8744481272495,2024-12-04
CUST-0025,academic_research,Universities and research institutions,NET30,0.9490306990123653,1.9753501604396893,1771.8416107904468,2024-11-05
CUST-0026,academic_research,Universities and research institutions,NET30,0.7914626761031713,1.7837343288990986,1139.2313360883368,2025-03-11
CUST-0027,academic_research,Universities and research institutions,NET30,0.787439013145875,1.6373232314932569,233.4103543377704,2022-11-26
CUST-0028,academic_research,Universities and research institutions,NET30,0.8488197684152177,1.6967081774152775,1586.912478972406,2022-10-25
CUST-0029,academic_research,Universities and research institutions,NET30,0.7538994913121971,1.6676802450123647,458.6841795140499,2024-03-04
CUST-0030,academic_research,Universities and research institutions,NET30,0.852030363700814,1.947591621160353,562.5705397170211,2024-04-11
CUST-0031,academic_research,Universities and research institutions,NET30,0.8527918871189841,1.7602966272118665,241.11395993157726,2024-12-06
CUST-0032,academic_research,Universities and research institutions,NET30,0.8179006422791452,1.9935678991996046,692.2639846344185,2025-04-26
CUST-0033,academic_research,Universities and research institutions,NET30,0.8478672851867193,1.6633090833819102,432.57873195265665,2024-10-02
CUST-0034,academic_research,Universities and research institutions,NET30,0.8175086832506978,1.6070700627414658,1280.7578055381807,2024-03-30
CUST-0035,academic_research,Universities and research institutions,NET30,0.7976559600223474,1.9614629048995715,565.9683021258891,2023-08-11
CUST-0036,academic_research,Universities and research institutions,NET30,0.8055837201507546,1.6495087182961372,733.1982012892545,2022-12-31
CUST-0037,academic_research,Universities and research institutions,NET30,0.8197819539707909,1.9703126633713337,1201.6913305609219,2024-05-30
CUST-0038,academic_research,Universities and research institutions,NET30,0.7933641125075678,1.6749046698581131,1473.3846372226556,2022-08-18
CUST-0039,academic_research,Universities and research institutions,NET30,0.8579851235502554,1.8781560481837334,1487.3940807308315,2025-07-02
CUST-0040,academic_research,Universities and research institutions,NET30,0.840139764632603,1.6574995344265626,2125.9916781682386,2023-05-10
CUST-0041,academic_research,Universities and research institutions,NET30,0.8938983857512314,1.9635862789116065,542.2429590364404,2024-04-02
CUST-0042,academic_research,Universities and research institutions,NET30,0.7697770727020298,1.8020374933979155,728.9568270570218,2025-04-19
CUST-0043,academic_research,Universities and research institutions,NET30,0.8112176626298471,1.9361234532980933,1786.4500655795928,2023-10-01
CUST-0044,academic_research,Universities and research institutions,NET30,0.8835901873943122,1.9126998938150297,296.11544367316753,2022-12-20
CUST-0045,academic_research,Universities and research institutions,NET30,0.9027174002536112,1.9923475019240169,1270.205699849596,2024-07-07
CUST-0046,academic_research,Universities and research institutions,NET30,0.935462198153441,1.7276804371858339,993.2324076462529,2023-08-30
CUST-0047,academic_research,Universities and research institutions,NET30,0.8394435526874978,1.9655109064936382,732.9938840868247,2024-06-07
CUST-0048,academic_research,Universities and research institutions,NET30,0.8727830954166418,1.9583673394079506,1553.9482204614017,2024-11-11
CUST-0049,academic_research,Universities and research institutions,NET30,0.8983594096371974,1.659798407698381,1140.9592543543117,2024-08-16
CUST-0050,academic_research,Universities and research institutions,NET30,0.7657604016208122,1.9614700245194405,2155.4451357502267,2023-01-05
CUST-0051,biotech_startup,Early-stage biotechnology companies,NET15,0.6362145382724934,1.2108862778267855,9440.188281498708,2024-07-30
CUST-0052,biotech_startup,Early-stage biotechnology companies,NET15,0.5575656817306353,1.3885661712854698,9048.419533956787,2025-03-19
CUST-0053,biotech_startup,Early-stage biotechnology companies,NET15,0.5982814804054706,1.4243221132994945,8245.468768691053,2023-10-04
CUST-0054,biotech_startup,Early-stage biotechnology companies,NET15,0.6742023790110375,1.2418101400990198,8964.590095977024,2025-02-03
CUST-0055,biotech_startup,Early-stage biotechnology companies,NET15,0.6929377593000048,1.3827745272142464,8345.463474439857,2022-12-24
CUST-0056,biotech_startup,Early-stage biotechnology companies,NET15,0.7221564023377695,1.3118682592579656,8480.22089728591,2024-11-22
CUST-0057,biotech_startup,Early-stage biotechnology companies,NET15,0.6009542522954349,1.4862139982822677,9180.285838719288,2024-06-13
CUST-0058,biotech_startup,Early-stage biotechnology companies,NET15,0.6099064352643881,1.5018893627234116,8670.600439619499,2024-03-12
CUST-0059,biotech_startup,Early-stage biotechnology companies,NET15,0.7468504737780908,1.4226807116198061,9469.275527068225,2025-06-25
CUST-0060,biotech_startup,Early-stage biotechnology companies,NET15,0.6939307918609201,1.4647203197763097,8840.404565813296,2025-03-15
CUST-0061,biotech_startup,Early-stage biotechnology companies,NET15,0.7187299665349325,1.4190346399648883,8411.244146134171,2023-07-29
CUST-0062,biotech_startup,Early-stage biotechnology companies,NET15,0.711951321063736,1.3262494608603994,7790.112740654913,2023-07-19
CUST-0063,biotech_startup,Early-stage biotechnology companies,NET15,0.6971324358920188,1.2806477051962772,8623.030931329135,2025-03-29
CUST-0064,biotech_startup,Early-stage biotechnology companies,NET15,0.5690298784604931,1.3007481053564667,8880.067396845498,2024-12-30
CUST-0065,biotech_startup,Early-stage biotechnology companies,NET15,0.6591996407740957,1.252921429938334,8602.555127469483,2024-10-20
CUST-0066,biotech_startup,Early-stage biotechnology companies,NET15,0.666813976013293,1.2447756344872978,7607.90476177245,2024-12-11
CUST-0067,biotech_startup,Early-stage biotechnology companies,NET15,0.6614204562551631,1.4784340130438294,9220.530264012725,2024-10-21
CUST-0068,biotech_startup,Early-stage biotechnology companies,NET15,0.7062104563138992,1.3719854320866094,8096.526884481889,2025-06-23
CUST-0069,biotech_startup,Early-stage biotechnology companies,NET15,0.6385462878644517,1.2077788774567246,8888.397035941925,2024-04-03
CUST-0070,biotech_startup,Early-stage biotechnology companies,NET15,0.6421897718670131,1.555141819520958,7963.403089910557,2022-09-12
CUST-0071,biotech_startup,Early-stage biotechnology companies,NET15,0.7229883309429245,1.4860405346600398,7856.450170518063,2022-09-06
CUST-0072,biotech_startup,Early-stage biotechnology companies,NET15,0.6005312707497625,1.5320880422786216,8768.345197564115,2025-01-28
CUST-0073,biotech_startup,Early-stage biotechnology companies,NET15,0.5663012057633429,1.3344025429168216,8825.08840713154,2024-11-05
CUST-0074,biotech_startup,Early-stage biotechnology companies,NET15,0.5682133260197202,1.5743141541554393,8644.810232082022,2025-04-16
CUST-0075,biotech_startup,Early-stage biotechnology companies,NET15,0.6146319815529082,1.4836099071096576,7641.534673717518,2024-06-16
CUST-0076,biotech_startup,Early-stage biotechnology companies,NET15,0.6679392684225635,1.5104960801621683,7653.949514252933,2023-10-03
CUST-0077,biotech_startup,Early-stage biotechnology companies,NET15,0.6654923203239357,1.3838895666992854,9472.759999310523,2025-02-10
CUST-0078,biotech_startup,Early-stage biotechnology companies,NET15,0.69711349589231,1.3206333824044938,8878.20971661511,2025-03-23
CUST-0079,biotech_startup,Early-stage biotechnology companies,NET15,0.7380954968206384,1.4627431150123424,9059.549908308283,2024-06-01
CUST-0080,biotech_startup,Early-stage biotechnology companies,NET15,0.7055569720296608,1.5392848560921188,8335.744197465941,2024-08-18
CUST-0081,biotech_startup,Early-stage biotechnology companies,NET15,0.7404875684957366,1.5833511000547094,9467.401640759394,2023-07-16
CUST-0082,biotech_startup,Early-stage biotechnology companies,NET15,0.6868719338032567,1.3709434260581184,8901.822635454584,2023-07-06
CUST-0083,biotech_startup,Early-stage biotechnology companies,NET15,0.577015205035089,1.5008022453053484,8011.522660941425,2022-10-26
CUST-0084,biotech_startup,Early-stage biotechnology companies,NET15,0.6357462324038249,1.3768637642449946,8087.17095342185,2023-08-06
CUST-0085,biotech_startup,Early-stage biotechnology companies,NET15,0.6958285738851887,1.563240249653804,8090.598469497741,2024-01-11
CUST-0086,biotech_startup,Early-stage biotechnology companies,NET15,0.7134089829815712,1.5537644118756064,8415.582895506079,2023-02-06
CUST-0087,pharma_enterprise,Large pharmaceutical corporations,NET45,1.0002017960609324,0.6210460100518551,85761.86063338562,2024-05-30
CUST-0088,pharma_enterprise,Large pharmaceutical corporations,NET45,0.9065735255108822,0.46410323505007556,84750.64191389538,2025-04-14
CUST-0089,pharma_enterprise,Large pharmaceutical corporations,NET45,0.9934274070196174,0.6214198198567489,84263.1415042247,2024-04-26
CUST-0090,pharma_enterprise,Large pharmaceutical corporations,NET45,0.8807486521064211,0.681109863022407,84427.13708272068,2024-06-12
CUST-0091,pharma_enterprise,Large pharmaceutical corporations,NET45,0.852766446282003,0.6305711112307988,85733.84479318275,2023-07-02
CUST-0092,pharma_enterprise,Large pharmaceutical corporations,NET45,0.8520759383686908,0.7063408953932238,84218.98203563913,2023-03-14
CUST-0093,pharma_enterprise,Large pharmaceutical corporations,NET45,0.873845574993016,0.6595140406108204,85635.33123276269,2023-01-04
CUST-0094,pharma_enterprise,Large pharmaceutical corporations,NET45,0.975936212055688,0.739338399659971,85054.50088989497,2025-06-06
CUST-0095,pharma_enterprise,Large pharmaceutical corporations,NET45,0.9529297660642405,0.4012434451545098,85540.97033145968,2025-01-26
CUST-0096,pharma_enterprise,Large pharmaceutical corporations,NET45,0.9464600191409454,0.5407693047866597,85175.86156530649,2024-04-13
CUST-0097,pharma_enterprise,Large pharmaceutical corporations,NET45,0.9331697311940469,0.5305054792640884,85682.82750475223,2025-03-12
CUST-0098,pharma_enterprise,Large pharmaceutical corporations,NET45,1.0410690599260013,0.48271781649223544,85734.14251368113,2025-04-27
CUST-0099,pharma_enterprise,Large pharmaceutical corporations,NET45,0.9581379641219335,0.6238078028415467,84817.20047147866,2023-11-10
CUST-0100,pharma_enterprise,Large pharmaceutical corporations,NET45,0.9171291232182723,0.6562300947049717,85214.18223964625,2023-07-28
CUST-0101,pharma_enterprise,Large pharmaceutical corporations,NET45,1.0073908137619616,0.4680522577038597,84039.42920301002,2023-06-01
CUST-0102,pharma_enterprise,Large pharmaceutical corporations,NET45,1.0375056559909628,0.7261824090571909,85726.9395277149,2024-04-28
CUST-0103,pharma_enterprise,Large pharmaceutical corporations,NET45,1.0402594746875822,0.749477659975889,85277.30518114095,2024-12-14
CUST-0104,pharma_enterprise,Large pharmaceutical corporations,NET45,0.8692264068565383,0.7038336026030054,85824.2730708148,2023-02-11
CUST-0105,pharma_enterprise,Large pharmaceutical corporations,NET45,1.0025679041613953,0.5028585693599619,84823.3231681215,2023-03-26
CUST-0106,pharma_enterprise,Large pharmaceutical corporations,NET45,0.9389867408422577,0.6488526634243872,85669.62609177543,2022-11-23
CUST-0107,pharma_enterprise,Large pharmaceutical corporations,NET45,0.973257129866323,0.548312982080529,85910.51589338454,2024-11-01
CUST-0108,pharma_enterprise,Large pharmaceutical corporations,NET45,0.8966406119896222,0.5675591885132474,84708.55540723742,2024-09-26
CUST-0109,pharma_enterprise,Large pharmaceutical corporations,NET45,0.9811100306986889,0.6067582672932675,85354.75756335889,2024-12-26
CUST-0110,pharma_enterprise,Large pharmaceutical corporations,NET45,0.8962516883003834,0.7119129670106006,84339.62064867253,2025-06-10
CUST-0111,pharma_enterprise,Large pharmaceutical corporations,NET45,0.911333958154746,0.43835890339094963,84815.63269322738,2023-03-21
CUST-0112,pharma_enterprise,Large pharmaceutical corporations,NET45,1.0102473680618278,0.5607566953788359,84163.86923823926,2024-02-26
CUST-0113,pharma_enterprise,Large pharmaceutical corporations,NET45,0.883537783365652,0.7689523931246192,84645.20892463834,2022-11-23
CUST-0114,pharma_enterprise,Large pharmaceutical corporations,NET45,0.8565770224657832,0.41309642152065146,84957.15775123751,2022-11-12
CUST-0115,pharma_enterprise,Large pharmaceutical corporations,NET45,0.9589554245405955,0.6825926570092833,84676.30726729617,2024-12-21
CUST-0116,pharma_enterprise,Large pharmaceutical corporations,NET45,1.0055120637003172,0.5709216389313274,85604.63865351435,2023-01-26
CUST-0117,pharma_enterprise,Large pharmaceutical corporations,NET45,0.9603595893643551,0.7601245602954255,85679.18307108451,2024-12-18
